x,y
0.75979528,0.81012574
0.05934422,0.06701163
0.19524607,0.92775933
0.08210419,0.01479446
0.13014521,0.18718863
0.50063771,0.93952422
0.32173504,0.97137394
0.58661397,0.24833308
0.85792328,0.61448073
0.84566192,0.80977111
0.69643373,0.39863308
0.57862471,0.53830958
0.59239149,0.49318735
0.44021693,0.92317301
0.22621113,0.06593799
0.84374364,0.64442061
0.78493106,0.38165075
0.18687228,0.81899686
0.90499869,0.89922819
0.12220502,0.33628071
0.10793310,0.10120762
0.79892734,0.80241615
0.80858925,0.48902219
0.39958434,0.38347270
0.12531230,0.76431928
0.80443507,0.71888150
0.85458211,0.85604328
0.01279446,0.17692160
0.86918143,0.09570208
0.30134770,0.27036500
0.52732481,0.95166143
0.64440553,0.79594317
0.73471566,0.94002899
0.59605835,0.79246773
0.54181329,0.18361064
0.40784924,0.06203894
0.55164928,0.05654134
0.24491116,0.84845393
0.09179638,0.76477279
0.51449507,0.73710349
0.80947502,0.10180517
0.18626289,0.13123173
0.04424781,0.86906735
0.91011652,0.52857295
0.06870583,0.85948820
0.01011737,0.31255196
0.43163341,0.39531632
0.10585003,0.46294473
0.40629402,0.59763634
0.35810651,0.25987457
0.96220698,0.21846706
0.18719285,0.02598804
0.05483969,0.25388318
0.45310257,0.06060274
0.78028687,0.20812189
0.15188415,0.24747429
0.68169817,0.34494980
0.13049043,0.91487686
0.61730973,0.78431562
0.53166308,0.92227515
0.41571105,0.59679952
0.21816840,0.38325419
0.81023432,0.43133061
0.19406244,0.29745628
0.14593890,0.25618488
0.91440474,0.04849116
0.42135990,0.59517228
0.91864608,0.01968474
0.22201202,0.97912931
0.29989648,0.67435804
0.93142894,0.11316538
0.91148521,0.85754357
0.10770800,0.16788690
0.76864492,0.32980895
0.30250545,0.33816797
0.73355181,0.79238289
0.36620661,0.14426984
0.49231178,0.11298349
0.48464577,0.07988250
0.61632020,0.69187872
0.13542076,0.48102145
0.37246510,0.17727805
0.94419959,0.46034455
0.87215979,0.10846553
0.08328709,0.37796838
0.48094034,0.96533372
0.27510886,0.71226081
0.06690963,0.81145878
0.24160295,0.71808985
0.98410291,0.71781823
0.38883547,0.75997528
0.22574529,0.46481613
0.82779614,0.43826624
0.54694382,0.50201025
0.86409778,0.83996551
0.98815845,0.92150121
0.60338963,0.49452162
0.50263778,0.47455641
0.78653951,0.09874722
0.14243025,0.47091556
0.67355828,0.90536180
0.66472597,0.49001404
0.92240352,0.55917875
0.02963823,0.78369671
0.22540202,0.67610553
0.68405713,0.89954436
0.97772942,0.66834590
0.96521000,0.02429426
0.32422413,0.13078555
0.61562047,0.13704001
0.06765233,0.75317942
0.77490048,0.65079897
0.91193493,0.27135746
0.43943345,0.85286630
0.17987963,0.72352824
0.50853713,0.90237526
0.86324009,0.28439863
0.83113413,0.83499832
0.80777990,0.90272866
0.13185278,0.13410108
0.17199536,0.07568865
0.03097226,0.25760521
0.38609955,0.33303232
0.82106986,0.71336375
0.03902158,0.18842524
0.66194244,0.45271493
0.87361419,0.99743431
0.68309812,0.04339274
0.83226087,0.13759606
0.49140696,0.16693716
0.64992230,0.53023133
0.93043696,0.45975738
0.69607776,0.70979797
0.50093631,0.59487442
0.84473196,0.93545732
0.19616309,0.47893643
0.82734568,0.75823206
0.01008417,0.65363720
0.68316379,0.16909543
0.85717740,0.52090548
0.41703604,0.46129978
0.76215400,0.16154515
0.42380847,0.21233528
0.64244038,0.00631764
0.18920219,0.33930143
0.61340703,0.86914609
0.38632417,0.95199957
0.38737010,0.26154393
0.09365435,0.63871426
0.30446400,0.87796777
0.24544316,0.44840754
0.90215143,0.75107364
0.98488955,0.72403729
0.21259865,0.97686666
0.93278689,0.13741783
0.59016633,0.61702719
0.27143834,0.50085665
0.69480770,0.76721793
0.33449837,0.09894620
0.49326029,0.86068697
0.46941337,0.61409803
0.19243788,0.58640980
0.30073342,0.08754814
0.75137046,0.76946471
0.67633424,0.91895291
0.37544176,0.55856410
0.86937846,0.26101535
0.77199658,0.13837672
0.21121775,0.31567583
0.79031355,0.54194678
0.77537828,0.30638905
0.41789935,0.96136937
0.13177123,0.49163274
0.21167748,0.04375103
0.75092880,0.88155431
0.61245338,0.77612690
0.47892514,0.21730674
0.87146055,0.17376904
0.39953063,0.08229286
0.09306888,0.71679281
0.73596106,0.90475997
0.36280148,0.86866024
0.88469362,0.40108005
0.28025013,0.90169225
0.22608783,0.81954497
0.70632881,0.20354472
0.92422266,0.95305368
0.43666213,0.16899228
0.45601331,0.54103427
0.33803876,0.03168706
0.75505661,0.26973022
0.70822535,0.79989410
0.85353154,0.34967467
0.41952049,0.11098880
0.23571068,0.24042817
0.54310019,0.22883358
0.19448872,0.04429304
0.21083077,0.89886563
0.06063845,0.13748558
0.03226185,0.26033967
0.48490335,0.96589404
0.82680880,0.43004578
0.60311277,0.52009369
0.70818213,0.10840693
0.26198395,0.58582263
0.07279531,0.61838404
0.40230000,0.85533830
0.31538401,0.28433882
0.43229041,0.93383862
0.47443452,0.92446455
0.44808802,0.62507675
0.68557427,0.85033815
0.79434443,0.05985809
0.29992358,0.52558519
0.74845997,0.65370190
0.46593182,0.07068484
0.96382763,0.44593738
0.23081625,0.27553911
0.13519785,0.52753594
0.08877773,0.65704428
0.07222010,0.05991180
0.39734526,0.17163701
0.57819404,0.08251198
0.02797803,0.63761437
0.53482601,0.06855708
0.09185278,0.23153386
0.71697098,0.94829035
0.20483010,0.49343455
0.40609333,0.92938902
0.16442824,0.74451827
0.75087411,0.13358654
0.51920249,0.09271371
0.67139683,0.31923551
0.67095688,0.70943175
0.31963317,0.40874691
0.45452400,0.67265267
0.86853029,0.45067385
0.40323289,0.86032929
0.65805145,0.97563555
0.82099002,0.48864193
0.63925278,0.31539384
0.84501907,0.23942412
0.75229554,0.88485153
0.62037965,0.49117191
0.57094162,0.17554216
0.94600897,0.27779260
0.69071676,0.94095492
0.03338810,0.16999756
0.08008606,0.96234535
0.27404975,0.94317667
0.12833143,0.39467055
0.48851234,0.34611927
0.39379144,0.30228187
0.20111734,0.81574908
0.85734465,0.30295999
0.98121342,0.29092532
0.74146733,0.97079714
0.09932224,0.65108890
0.54767162,0.13623432
0.39480392,0.81299509
0.58030763,0.07339244
0.88311472,0.59066774
0.48167547,0.53356090
0.95177062,0.73249641
0.03086337,0.01444716
0.67665456,0.42307169
0.89751628,0.89473220
0.34508536,0.74574572
0.54879324,0.02457381
0.76179388,0.53650288
0.21486581,0.22446760
0.63777227,0.95635762
0.27807013,0.54379803
0.37353838,0.09887783
0.43604053,0.92582385
0.52772130,0.67957671
0.29220948,0.08499802
0.39951378,0.52746086
0.72121598,0.58818964
0.17721403,0.72907041
0.68175579,0.84324686
0.36939274,0.38333781
0.90112723,0.91051271
0.20319456,0.61767357
0.28053652,0.24042329
0.21847774,0.40380657
0.72498856,0.79276498
0.86177764,0.86339518
0.82279183,0.76072970
0.80522147,0.34229530
0.25474935,0.55539933
0.29860347,0.58325236
0.48609870,0.87382824
0.87087777,0.67595843
0.35698953,0.08608936
0.99390374,0.07431593
0.38060280,0.32520981
0.92896988,0.58022919
0.24509012,0.37410352
0.23237587,0.32251320
0.23194861,0.15449293
0.38082522,0.73169622
0.28722813,0.09190497
0.75249745,0.95864650
0.21833613,0.12078768
0.67335685,0.67760765
0.88049770,0.92473556
0.53238014,0.14206946
0.84973406,0.21571368
0.73036592,0.87360118
0.36687558,0.86711478
0.67487936,0.65215339
0.04072915,0.22413312
0.30617158,0.22842647
0.21538511,0.72733818
0.46185186,0.06645863
0.29777923,0.37201178
0.63735209,0.49653279
0.19816022,0.33927396
0.41878170,0.16739799
0.98015894,0.38208594
0.08804700,0.97783105
0.85643178,0.62151769
0.64544414,0.19561846
0.77907004,0.13683859
0.02167144,0.16519150
0.81660097,0.02431562
0.25229933,0.61121952
0.22265828,0.16906430
0.77850728,0.83943449
0.62038649,0.72387799
0.72724766,0.60247597
0.37521690,0.41999542
0.71908432,0.81155950
0.26878225,0.38394513
0.75200476,0.08197913
0.65003217,0.08463424
0.43796197,0.29292123
0.21621302,0.66541185
0.89274514,0.47033204
0.68856166,0.64513474
0.07515061,0.79243965
0.28649788,0.04293130
0.46872243,0.90729301
0.46556536,0.73098148
0.87778057,0.06160436
0.79901376,0.60924070
0.62280380,0.35042543
0.42801489,0.76729667
0.61149461,0.04689749
0.85667226,0.50693655
0.44988226,0.86143162
0.80432081,0.81032167
0.39819123,0.80977966
0.62002100,0.48785028
0.23969225,0.13949919
0.05119578,0.57040773
0.53951634,0.15388012
0.90335630,0.75981536
0.91320255,0.10283303
0.36694394,0.40261757
0.40636409,0.66025910
0.54255892,0.39344005
0.40607917,0.67611957
0.55348674,0.56748711
0.84331272,0.17548845
0.93060958,0.42247353
0.03625660,0.98810419
0.96646931,0.90748222
0.21234278,0.87826502
0.46771825,0.20341166
0.33428791,0.68866329
0.30625410,0.70535936
0.30510587,0.57659871
0.93942015,0.38531785
0.55026252,0.57444105
0.47772295,0.62997070
0.58354894,0.96302164
0.65481845,0.51727805
0.32356493,0.39781945
0.11764776,0.06705130
0.64653352,0.47726585
0.46405017,0.32904599
0.02276254,0.91196234
0.33339189,0.14360576
0.64275240,0.12509873
0.12964129,0.17898099
0.09542271,0.70292764
0.57091110,0.27960295
0.66955473,0.14440535
0.65973705,0.62979797
0.65188842,0.53005799
0.48531010,0.00735771
0.50168755,0.83890957
0.89940208,0.07135807
0.21901901,0.07299936
0.12500369,0.25830531
0.20219037,0.77920133
0.05198022,0.73142827
0.39223670,0.84685781
0.07012873,0.19720359
0.11120591,0.83165593
0.57843306,0.29356212
0.84900284,0.24441877
0.78077371,0.56411969
0.73263625,0.59436781
0.00255611,0.34282022
0.40493997,0.42633045
0.06727512,0.14353435
0.89517417,0.54105075
0.01444588,0.15864956
0.17549327,0.75833522
0.67473287,0.10132237
0.01091159,0.89198126
0.50360167,0.49558000
0.84378442,0.95619037
0.95700443,0.88884335
0.37643275,0.07272713
0.93042988,0.47105533
0.17825581,0.75819910
0.70525919,0.65489395
0.70724924,0.40056917
0.65144725,0.68128819
0.47289273,0.44506272
0.20219941,0.36495834
0.77096554,0.29779992
0.50260897,0.48404035
0.25250905,0.38731742
0.16646272,0.68805292
0.06177764,0.09305673
0.39266982,0.10926145
0.15704373,0.26022980
0.05873067,0.23088015
0.68564751,0.21016541
0.07449214,0.25722190
0.74703195,0.70627308
0.37429572,0.67978484
0.40672030,0.50397809
0.06226081,0.56391461
0.63154332,0.48495773
0.09710904,0.28997559
0.65650478,0.76430464
0.66295224,0.45416578
0.62209162,0.89042482
0.27641993,0.18232459
0.90435780,0.92700491
0.08940446,0.78222266
0.04018079,0.75614765
0.78071242,0.34767144
0.84652107,0.17253914
0.70400330,0.81971709
0.14749657,0.36747795
0.07831697,0.93862331
0.10089065,0.33245308
0.51158458,0.41130314
0.63337004,0.58162877
0.22760009,0.60883419
0.62378088,0.00266274
0.57506137,0.07761620
0.41667275,0.95495010
0.93327836,0.03982025
0.59270498,0.54493149
0.72057753,0.28595508
0.31386419,0.31790063
0.74870827,0.55533280
0.20327122,0.23535478
0.28481130,0.08803644
0.07650197,0.93762047
0.44826844,0.96296731
0.63608643,0.50067354
0.01637660,0.38598132
0.31917100,0.44749260
0.44165716,0.24357524
0.25720817,0.46180090
0.09110593,0.02493637
0.84940056,0.28502853
0.38215998,0.78815973
0.74942045,0.28509751
0.23336515,0.09390393
0.79923423,0.67646321
0.90498599,0.32192114
0.58066018,0.00101352
0.05525547,0.49368542
0.23927720,0.58919492
0.31954015,0.33634785
0.40309079,0.19027406
0.39812043,0.31231697
0.52245747,0.91193548
0.77589367,0.22824213
0.67780889,0.03752709
0.82771801,0.62844539
0.12567827,0.42178808
0.16078750,0.16672048
0.51758989,0.03250374
0.32355687,0.40144566
0.35786944,0.53953642
0.43638307,0.28737175
0.39581640,0.61877041
0.07426289,0.22979369
0.36561553,0.31177984
0.87609424,0.85420606
0.25729313,0.00974487
0.25082174,0.59656636
0.09302811,0.52105808
0.57527915,0.78869503
0.55896811,0.97257454
0.22193316,0.90229591
0.49962499,0.92310770
0.03532981,0.96691336
0.53678481,0.07909879
0.49137645,0.92569018
0.89200342,0.47177740
0.85418561,0.16346904
0.57850581,0.50470504
0.07712626,0.13163030
0.25774920,0.05173711
0.52233784,0.40370464
0.66253865,0.87439772
0.96495096,0.40682424
0.96933634,0.81805017
0.50144536,0.18260903
0.07067879,0.99646565
0.45946117,0.48259438
0.28167913,0.08373638
0.09649525,0.27181524
0.97655287,0.12441023
0.27159948,0.99082705
0.90987359,0.95715232
0.55092099,0.61680380
0.73413874,0.70817438
0.69887106,0.71239570
0.01157323,0.15725059
0.58348180,0.10425031
0.67475777,0.48285012
0.05465511,0.33910306
0.41629872,0.07204962
0.95310929,0.14865719
0.54049684,0.72356975
0.76863491,0.29176641
0.68652571,0.23802698
0.67543944,0.92149083
0.85061104,0.13991363
0.47747490,0.49776940
0.70087967,0.68562914
0.32749962,0.15463088
0.36397217,0.02173742
0.50586102,0.96093905
0.34147319,0.34851863
0.50535368,0.52447249
0.36723911,0.27209235
0.34117460,0.35892544
0.56721812,0.96051973
0.44392993,0.94258950
0.19730595,0.54771844
0.31844832,0.72839045
0.48902139,0.15964446
0.79095297,0.31480178
0.94157671,0.64722831
0.52299362,0.25699057
0.52722007,0.68017182
0.41462557,0.84713675
0.13208472,0.98654042
0.57541807,0.50377178
0.75490915,0.39172735
0.44556548,0.29951018
0.70626093,0.86202857
0.79420112,0.16617786
0.41111252,0.78625294
0.32846596,0.32703177
0.29672036,0.45529679
0.38423646,0.57216559
0.13201074,0.06850887
0.86780346,0.17955535
0.35801740,0.53801904
0.00134123,0.27617450
0.86072561,0.90277017
0.97811664,0.92874508
0.77149608,0.86717887
0.85942161,0.75274483
0.24484622,0.95933256
0.47478756,0.83891995
0.69540245,0.46111606
0.92943010,0.56640004
0.24944939,0.20752556
0.13724918,0.55531999
0.58285263,0.11782739
0.02917704,0.42384991
0.07063631,0.38637501
0.04246089,0.04390912
0.24884439,0.73804956
0.61017621,0.01272469
0.03895737,0.58569750
0.45521958,0.29947539
0.14521622,0.64807611
0.22404846,0.98649586
0.42810034,0.56919065
0.46613349,0.17541276
0.06900320,0.35639241
0.07132090,0.22569628
0.27977282,0.86156346
0.56365209,0.53926969
0.34960601,0.09937895
0.53557091,0.92129368
0.71787970,0.92767327
0.82742723,0.69563738
0.69738200,0.20311808
0.52057533,0.02530259
0.34447768,0.95824976
0.70880374,0.79625690
0.61266335,0.61246467
0.74000342,0.01477493
0.73397320,0.28280068
0.03753813,0.15739463
0.14083743,0.82796136
0.33687613,0.28273965
0.17696451,0.31028016
0.11036238,0.86478072
0.46140117,0.19014344
0.44108341,0.31688192
0.41860103,0.97699606
0.79736699,0.10595202
0.81498715,0.77133427
0.66091238,0.30405438
0.98879714,0.36502487
0.52484182,0.64923826
0.63110630,0.69853542
0.54253133,0.84955992
0.03536229,0.93374706
0.06255428,0.58244057
0.71871175,0.60794977
0.33917747,0.54609363
0.25868941,0.16234413
0.27520237,0.24765557
0.41670229,0.87073550
0.31971496,0.45745445
0.70113163,0.30277627
0.81299881,0.09368847
0.08287448,0.10125095
0.02292099,0.81194342
0.01610364,0.14242347
0.56581304,0.04378826
0.53195386,0.45900601
0.98346934,0.11907804
0.30231990,0.03531693
0.24978484,0.45616230
0.65843233,0.13352306
0.33099045,0.25406934
0.32356078,0.66090243
0.25175634,0.05205145
0.01389093,0.29687094
0.53623597,0.04942625
0.57085739,0.45000305
0.38001343,0.31141606
0.62593719,0.98346294
0.45409528,0.55444655
0.71859969,0.49880398
0.90463442,0.37575945
0.83528953,0.31754662
0.24949089,0.68174657
0.03454976,0.26966491
0.68017762,0.85882595
0.39875521,0.38824152
0.92804309,0.88015168
0.35025031,0.08453047
0.52244478,0.89168157
0.34561589,0.46496445
0.70764745,0.89882839
0.73811542,0.99271981
0.23278433,0.42118503
0.07585205,0.54988525
0.38973858,0.88930967
0.32705429,0.65189520
0.75746733,0.88459883
0.56782336,0.24129063
0.66028492,0.54116611
0.86315879,0.50007355
0.93265383,0.62916135
0.02551775,0.17378430
0.95885556,0.32867794
0.10373669,0.93273080
0.01996387,0.75400037
0.91829987,0.22374981
0.68489798,0.17705222
0.68799036,0.05809595
0.34962188,0.37005554
0.96825745,0.70855037
0.52559966,0.03602863
0.09745842,0.34073824
0.23733329,0.58741508
0.18004151,0.25347911
0.89808661,0.88110569
0.82670138,0.51152898
0.07959435,0.69032960
0.96827845,0.18597766
0.58535026,0.82209632
0.53978198,0.80612415
0.37057149,0.43958281
0.55908457,0.77746544
0.39851643,0.87947661
0.50083718,0.87020325
0.10517643,0.58249489
0.31376092,0.83250862
0.96071474,0.68792535
0.02262654,0.21277657
0.05628919,0.33016846
0.33428230,0.12581042
0.78114628,0.58759148
0.11723319,0.48661184
0.38159697,0.10262307
0.17481967,0.30647206
0.27532737,0.14265908
0.22043995,0.21612690
0.23282485,0.38105380
0.53141722,0.52957152
0.95497726,0.84760063
0.48556084,0.42794305
0.25438557,0.65056459
0.76395044,0.91985382
0.44326853,0.59033692
0.72618683,0.84792535
0.39814240,0.17591021
0.57531382,0.97379101
0.87315104,0.41712424
0.21518638,0.11068484
0.34332603,0.66223670
0.73397784,0.38853389
0.27087729,0.11557939
0.98629389,0.48640980
0.17427497,0.68656240
0.80525932,0.00749626
0.57950462,0.21893704
0.23042732,0.98083468
0.01932884,0.80101474
0.33020844,0.72392315
0.20764269,0.98447005
0.58137407,0.37078921
0.65863277,0.71266732
0.85598889,0.66019196
0.67831306,0.60700552
0.70666329,0.48731376
0.19784454,0.35080813
0.01597327,0.79478347
0.31187463,0.80036775
0.89323319,0.34602344
0.84009436,0.50212989
0.66836818,0.53637776
0.09461776,0.48584887
0.88252510,0.80539781
0.82770360,0.75283761
0.31626466,0.48574145
0.73391534,0.58847346
0.71588061,0.89211493
0.52203143,0.75886135
0.48214374,0.28507492
0.69857906,0.86060091
0.77391900,0.77422376
0.49331791,0.40309305
0.37993652,0.71469680
0.50210553,0.09310068
0.91369964,0.28167699
0.52125187,0.64800043
0.98639302,0.98592700
0.74621894,0.24781426
0.98406311,0.03632099
0.62949004,0.56094455
0.95467208,0.79893216
0.00913736,0.98483627
0.36794617,0.39760704
0.56646736,0.69464431
0.65229835,0.40527268
0.11865902,0.05275643
0.01806293,0.64460067
0.40891226,0.61233589
0.53932542,0.13379467
0.82197516,0.32367901
0.83846272,0.24161107
0.64587188,0.82374126
0.21425935,0.12572802
0.88449293,0.33737327
0.76592462,0.89930082
0.52107193,0.66983093
0.32124088,0.45933012
0.09352007,0.98032807
0.65010907,0.62251991
0.55382855,0.97535539
0.70695871,0.78133213
0.22391760,0.27176641
0.56747569,0.92608264
0.97329106,0.18868831
0.65965917,0.44651540
0.15739091,0.95743187
0.04950700,0.07765893
0.57915085,0.60930601
0.25449397,0.66432905
0.19627613,0.67045228
0.50469179,0.64837703
0.48428858,0.42268899
0.82835231,0.91332041
0.45096188,0.74046785
0.82654341,0.21076113
0.09906101,0.18272134
0.66491543,0.96278848
0.34161943,0.78942625
0.01165380,0.92457503
0.20623347,0.32169103
0.62579583,0.04219398
0.26154033,0.47545183
0.00402368,0.28943785
0.17321024,0.80758171
0.11966515,0.83796655
0.32296799,0.54397198
0.57275491,0.44577136
0.28676254,0.84913572
0.01712516,0.71768273
0.28041176,0.92634632
0.39223890,0.98259682
0.20157268,0.70811640
0.78402454,0.44191687
0.52033290,0.74605274
0.25231617,0.23315622
0.53481600,0.97945830
0.72821766,0.32363384
0.25267995,0.81242439
0.25431452,0.63802820
0.55062117,0.25836329
0.36885635,0.21485733
0.69648988,0.94174413
0.36903726,0.33557024
0.00674911,0.91568682
0.91940440,0.06105808
0.58740452,0.76597156
0.89277786,0.51998077
0.12312693,0.01973174
0.86868825,0.94284646
0.59121274,0.88886349
0.15358806,0.36686697
0.66438050,0.24685476
0.77185961,0.00536729
0.32315036,0.72641163
0.08039955,0.05836085
0.09163744,0.85510758
0.53116746,0.47438612
0.30293051,0.32367840
0.96891910,0.92571520
0.13730924,0.38403119
0.15190613,0.07418653
0.85221094,0.48680288
0.38805591,0.80276162
0.27764385,0.72159337
0.14390613,0.77196966
0.67812775,0.80259072
0.55492648,0.48584582
0.12420631,0.37391614
0.21733488,0.77561235
0.77580285,0.07941252
0.47413422,0.40112644
0.86818604,0.11058351
0.82390905,0.35943876
0.85839009,0.21789514
0.80845277,0.17952849
0.77962670,0.57898709
0.55246913,0.49285409
0.90103201,0.30888424
0.82317148,0.75912381
0.90038746,0.38606372
0.55852229,0.37634419
0.81506552,0.81902249
0.50887551,0.11502823
0.67525706,0.96765007
0.33186206,0.56537034
0.25204639,0.12372967
0.68192059,0.63706931
0.84904141,0.86522874
0.36205756,0.54137181
0.50574920,0.82793023
0.43903891,0.27425733
0.50950713,0.95025697
0.11804621,0.17048402
0.64826405,0.33385510
0.53376177,0.88767876
0.13262673,0.97598834
0.02169658,0.46985656
0.55609107,0.63678854
0.03512278,0.73009217
0.82146684,0.75673727
0.57540318,0.34103610
0.36218427,0.22799005
0.92430079,0.37344371
0.72329368,0.33459304
0.68353807,0.63139531
0.78199493,0.86533067
0.02084353,0.84394208
0.50474111,0.23393872
0.00017713,0.04267067
0.72949260,0.93128422
0.89568590,0.26419721
0.89279836,0.92301614
0.47055574,0.52721122
0.93539659,0.45841823
0.98522770,0.18336894
0.51377581,0.22329569
0.99465206,0.33152715
0.78302255,0.56263466
0.75635817,0.17450270
0.69457601,0.12636219
0.13267922,0.78770440
0.21846260,0.88354717
0.04063320,0.77943999
0.45754094,0.55816980
0.08486160,0.55174444
0.85474300,0.25245735
0.57121921,0.18127049
0.67770342,0.03065188
0.64875112,0.50997375
0.01355229,0.24825312
0.46501236,0.32427290
0.22570159,0.14135960
0.37088644,0.35271432
0.20977654,0.33997833
0.94762181,0.98126621
0.47294693,0.33998505
0.85245558,0.97533158
0.42114188,0.43781091
0.24756188,0.06852046
0.63060726,0.36275979
0.09659536,0.92693167
0.72051186,0.43077273
0.50920634,0.00839839
0.46672066,0.59429029
0.05036616,0.14663930
0.91784429,0.05253914
0.85099069,0.25895535
0.29515610,0.98161168
0.38101444,0.56938475
0.59776153,0.71590472
0.35935044,0.33042970
0.69598669,0.69873196
0.98091263,0.86940794
0.68024744,0.88447432
0.80798816,0.59652425
0.08647444,0.42518418
0.93382794,0.40751030
0.81321268,0.23412549
0.97825898,0.91625935
0.75052278,0.68887814
0.82935746,0.21329356
0.33790081,0.69107242
0.11221863,0.32127110
0.07544798,0.25554949
0.10487466,0.57178472
0.12976922,0.08461226
0.41027729,0.12700797
0.56827845,0.55819666
0.63103159,0.52881466
0.26920145,0.65027100
0.44989251,0.23932707
0.72117301,0.17002930
0.35018854,0.96791131
0.78302109,0.03775719
0.48274825,0.72803888
0.67452779,0.89454726
0.34588519,0.53959502
0.32435304,0.99496048
0.98508341,0.19983489
0.06566399,0.24285623
0.07418818,0.81824000
0.11040486,0.77874355
0.39396722,0.19897366
0.84772594,0.65868618
0.70883084,0.48619617
0.87036897,0.21391186
0.11770318,0.79531877
0.44628327,0.51065920
0.55269228,0.72587146
0.94699387,0.43926481
0.46010743,0.35965423
0.91036213,0.37237739
0.61900461,0.91868374
0.56074160,0.08126988
0.82670699,0.04709342
0.16911563,0.28978820
0.44675179,0.99217231
0.17927317,0.05531632
0.92517997,0.36742363
0.51485934,0.35605976
0.78187994,0.31405103
0.96958391,0.47423658
0.25559239,0.50310160
0.09550792,0.15402417
0.58070339,0.63424268
0.44340403,0.36455855
0.52281173,0.09482803
0.66580364,0.70615345
0.19918979,0.89389843
0.19346477,0.77024476
0.35472359,0.11483047
0.25972289,0.09181890
0.44018543,0.64242225
0.71096664,0.06377544
0.03859334,0.82704459
0.32169085,0.63255074
0.99495236,0.88169836
0.47751909,0.90485702
0.47528831,0.75537309
0.54311069,0.72406537
0.83012751,0.91782311
0.07499753,0.87364513
0.15937315,0.38123692
0.86565276,0.43596088
0.86267367,0.39730735
0.04825233,0.12238319
0.22775219,0.24794549
0.54771435,0.54530442
0.64934904,0.24064058
0.54594037,0.42011689
0.04299240,0.42823420
0.79426435,0.10501877
0.81179858,0.54028901
0.14886135,0.75918668
0.69443489,0.74175451
0.92032215,0.90363201
0.61760442,0.11746178
0.33906198,0.49978790
0.73038984,0.71311960
0.68785803,0.52963134
0.78434828,0.57059755
0.17154735,0.47167791
0.98847462,0.22824091
